review,rating,date,bank_name,source,sentiment_score,sentiment_label
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play,0.6486,positive
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,0.8374,positive
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,0.0,neutral
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,0.4927,positive
the best app,3,2025-04-12,Commercial Bank of Ethiopia,Google Play,0.6369,positive
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
nice,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,0.4215,positive
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play,0.0,neutral
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.5859,positive
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.6705,positive
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.4404,positive
best app.,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.6369,positive
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.6597,positive
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.4404,positive
ok,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,0.296,positive
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good app,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,0.4404,positive
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play,0.0,neutral
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.0,neutral
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.5222,positive
Good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,0.4404,positive
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,0.4927,positive
very good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,0.4927,positive
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,0.5719,positive
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,0.3612,positive
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play,0.0,neutral
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,0.0,neutral
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play,-0.0127,neutral
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,0.6369,positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play,0.3612,positive
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.4926,positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.6369,positive
good,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.4404,positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.296,positive
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play,0.9464,positive
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,0.0,neutral
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play,0.4601,positive
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,0.7579,positive
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,0.6369,positive
great app,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.6249,positive
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.6369,positive
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.4215,positive
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.0,neutral
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.7554,positive
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.8104,positive
excellent,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.5719,positive
perfect,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,0.5719,positive
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.3612,positive
ok,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.296,positive
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.3975,positive
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.4019,positive
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.0,neutral
easy to use,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.4404,positive
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.6249,positive
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,0.4927,positive
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4019,positive
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4576,positive
i like it,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.3612,positive
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.5719,positive
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4927,positive
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.7956,positive
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0252,neutral
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.6784,positive
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.6486,positive
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.7245,positive
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4754,positive
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.7003,positive
perfect,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.5719,positive
it's good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
nice,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4215,positive
good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,-0.2588,negative
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Good,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
nice app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4215,positive
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.6369,positive
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.5673,positive
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.4404,positive
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.7476,positive
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Tnc Cbe,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,0.0,neutral
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5778,positive
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6249,positive
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5719,positive
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6588,positive
nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4215,positive
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4927,positive
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6249,positive
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.2724,positive
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5719,positive
very good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4927,positive
best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6369,positive
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.9217,positive
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5719,positive
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.7269,positive
good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4404,positive
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4754,positive
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.2732,positive
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4927,positive
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6786,positive
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5719,positive
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6369,positive
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.5859,positive
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.4767,positive
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.7683,positive
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.6369,positive
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.2724,positive
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,0.0,neutral
